tips,Tip_Name,Order,Family,Genus,level0,level1,level2,level3,level4,level5,level6,level7
Lerwa_lerwa_FMNH424697,GALLIFORMES_Phasianidae_Lerwa_lerwa,GALLIFORMES,Phasianidae,Lerwa,Galloanserae,x,x,x,x,x,x,x
Lessonia_oreas_LSU61378,PASSERIFORMES_Tyrannidae_Lessonia_oreas,PASSERIFORMES,Tyrannidae,Lessonia,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lessonia_rufa_A9938,PASSERIFORMES_Tyrannidae_Lessonia_rufa,PASSERIFORMES,Tyrannidae,Lessonia,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lichenostomus_cassidix_GCA_008360975,PASSERIFORMES_Meliphagidae_Lichenostomus_melanops_cassidix,PASSERIFORMES,Meliphagidae,Lichenostomus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lichenostomus_melanops_ANWCB32732,PASSERIFORMES_Meliphagidae_Lichenostomus_melanops,PASSERIFORMES,Meliphagidae,Lichenostomus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lichmera_indistincta_ANWCB57518,PASSERIFORMES_Meliphagidae_Lichmera_indistincta,PASSERIFORMES,Meliphagidae,Lichmera,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Limnoctites_rectirostris_A12093,PASSERIFORMES_Furnariidae_Limnoctites_rectirostris,PASSERIFORMES,Furnariidae,Limnoctites,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Limnornis_curvirostris_L52024,PASSERIFORMES_Furnariidae_Limnornis_curvirostris,PASSERIFORMES,Furnariidae,Limnornis,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Limosa_lapponica_GCA_002844005,CHARADRIIFORMES_Scolopacidae_Limosa_lapponica,CHARADRIIFORMES,Scolopacidae,Limosa,Neoaves,x,x,x,x,x,x,x
Liosceles_thoracicus_GJUR46,PASSERIFORMES_Rhinocryptidae_Liosceles_thoracicus,PASSERIFORMES,Rhinocryptidae,Liosceles,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lipaugus_fuscocinereus_H5187,PASSERIFORMES_Cotingidae_Lipaugus_fuscocinereus,PASSERIFORMES,Cotingidae,Lipaugus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lipaugus_lanioides_SP91038,PASSERIFORMES_Cotingidae_Lipaugus_lanioides,PASSERIFORMES,Cotingidae,Lipaugus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lipaugus_streptophorus_K4008,PASSERIFORMES_Cotingidae_Lipaugus_streptophorus,PASSERIFORMES,Cotingidae,Lipaugus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lipaugus_unirufus_L11747,PASSERIFORMES_Cotingidae_Lipaugus_unirufus,PASSERIFORMES,Cotingidae,Lipaugus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lipaugus_uropygialis_L58450,PASSERIFORMES_Cotingidae_Lipaugus_uropygialis,PASSERIFORMES,Cotingidae,Lipaugus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lipaugus_vociferans_L11030,PASSERIFORMES_Cotingidae_Lipaugus_vociferans,PASSERIFORMES,Cotingidae,Lipaugus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lipaugus_weberi_H2080,PASSERIFORMES_Cotingidae_Lipaugus_weberi,PASSERIFORMES,Cotingidae,Lipaugus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
loboparadisea_sericea_18403,PASSERIFORMES_Cnemophilidae_Loboparadisea_sericea,PASSERIFORMES,Cnemophilidae,Loboparadisea,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lochmias_nematura_A12074,PASSERIFORMES_Furnariidae_Lochmias_nematura,PASSERIFORMES,Furnariidae,Lochmias,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
locustella_lanceolata_4248,PASSERIFORMES_Locustellidae_Locustella_lanceolata,PASSERIFORMES,Locustellidae,Locustella,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lonchura_striata_GCF_005870125,PASSERIFORMES_Estrildidae_Lonchura_striata,PASSERIFORMES,Estrildidae,Lonchura,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lophochroa_leadbeateri_ANWCB54866,PSITTACIFORMES_Cacatuidae_Lophochroa_leadbeateri,PSITTACIFORMES,Cacatuidae,Lophochroa,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lophophorus_impejanus_RTK444,GALLIFORMES_Phasianidae_Lophophorus_impejanus,GALLIFORMES,Phasianidae,Lophophorus,Galloanserae,x,x,x,x,x,x,x
Lophostrix_cristata_40834,STRIGIFORMES_Strigidae_Lophostrix_cristata,STRIGIFORMES,Strigidae,Lophostrix,Neoaves,Telluraves,Afroaves,x,x,x,x,x
lophotis_ruficrista,OTIDIFORMES_Otididae_Lophotis_ruficrista,OTIDIFORMES,Otididae,Lophotis,Neoaves,Otidimorphae,Musophagotides,x,x,x,x,x
Lophotriccus_eulophotes_L9303,PASSERIFORMES_Tyrannidae_Lophotriccus_eulophotes,PASSERIFORMES,Tyrannidae,Lophotriccus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lophotriccus_galeatus_L48336,PASSERIFORMES_Tyrannidae_Lophotriccus_galeatus,PASSERIFORMES,Tyrannidae,Lophotriccus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lophotriccus_pileatus_H1935,PASSERIFORMES_Tyrannidae_Lophotriccus_pileatus,PASSERIFORMES,Tyrannidae,Lophotriccus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lophotriccus_vitiosus_A18368,PASSERIFORMES_Tyrannidae_Lophotriccus_vitiosus,PASSERIFORMES,Tyrannidae,Lophotriccus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lophura_diardi_CaptiveRTK_445,GALLIFORMES_Phasianidae_Lophura_diardi,GALLIFORMES,Phasianidae,Lophura,Galloanserae,x,x,x,x,x,x,x
Lophura_edwardsi_FLMNH45547,GALLIFORMES_Phasianidae_Lophura_edwardsi,GALLIFORMES,Phasianidae,Lophura,Galloanserae,x,x,x,x,x,x,x
Lophura_ignita_RTK449,GALLIFORMES_Phasianidae_Lophura_ignita,GALLIFORMES,Phasianidae,Lophura,Galloanserae,x,x,x,x,x,x,x
Lophura_inornata_RTK450,GALLIFORMES_Phasianidae_Lophura_inornata,GALLIFORMES,Phasianidae,Lophura,Galloanserae,x,x,x,x,x,x,x
Lophura_leucomelanos_RTK454,GALLIFORMES_Phasianidae_Lophura_leucomelanos,GALLIFORMES,Phasianidae,Lophura,Galloanserae,x,x,x,x,x,x,x
Lophura_nycthemera_RTK452,GALLIFORMES_Phasianidae_Lophura_nycthemera,GALLIFORMES,Phasianidae,Lophura,Galloanserae,x,x,x,x,x,x,x
Lophura_swinhoii_RTK453,GALLIFORMES_Phasianidae_Lophura_swinhoii,GALLIFORMES,Phasianidae,Lophura,Galloanserae,x,x,x,x,x,x,x
Loriculus_amabilis_LSUMNSB19413,PSITTACIFORMES_Psittaculidae_Loriculus_amabilis,PSITTACIFORMES,Psittaculidae,Loriculus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Loriculus_aurantiifrons_KU16144,PSITTACIFORMES_Psittaculidae_Loriculus_aurantiifrons,PSITTACIFORMES,Psittaculidae,Loriculus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Loriculus_beryllinus_AMNH622365,PSITTACIFORMES_Psittaculidae_Loriculus_beryllinus,PSITTACIFORMES,Psittaculidae,Loriculus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Loriculus_catamene_ZMUC146426,PSITTACIFORMES_Psittaculidae_Loriculus_catamene,PSITTACIFORMES,Psittaculidae,Loriculus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Loriculus_exilis_LACM90730,PSITTACIFORMES_Psittaculidae_Loriculus_exilis,PSITTACIFORMES,Psittaculidae,Loriculus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Loriculus_galgulus_UWBM73841,PSITTACIFORMES_Psittaculidae_Loriculus_galgulus,PSITTACIFORMES,Psittaculidae,Loriculus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Loriculus_philippensis_KU14119,PSITTACIFORMES_Psittaculidae_Loriculus_philippensis,PSITTACIFORMES,Psittaculidae,Loriculus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Loriculus_pusillus_AMNH269039,PSITTACIFORMES_Psittaculidae_Loriculus_pusillus,PSITTACIFORMES,Psittaculidae,Loriculus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Loriculus_sclateri_AMNH622470,PSITTACIFORMES_Psittaculidae_Loriculus_sclateri,PSITTACIFORMES,Psittaculidae,Loriculus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Loriculus_stigmatus_AMNH298754,PSITTACIFORMES_Psittaculidae_Loriculus_stigmatus,PSITTACIFORMES,Psittaculidae,Loriculus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Loriculus_tener_AMNH777841,PSITTACIFORMES_Psittaculidae_Loriculus_tener,PSITTACIFORMES,Psittaculidae,Loriculus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Loriculus_vernalis_USNMHB02952,PSITTACIFORMES_Psittaculidae_Loriculus_vernalis,PSITTACIFORMES,Psittaculidae,Loriculus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lorius_albidinucha_USNM615015,PSITTACIFORMES_Psittaculidae_Lorius_albidinucha,PSITTACIFORMES,Psittaculidae,Lorius,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lorius_chlorocercus_UWBM60257,PSITTACIFORMES_Psittaculidae_Lorius_chlorocercus,PSITTACIFORMES,Psittaculidae,Lorius,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lorius_domicella_DOT7695,PSITTACIFORMES_Psittaculidae_Lorius_domicella,PSITTACIFORMES,Psittaculidae,Lorius,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lorius_garrulus_DOT7894,PSITTACIFORMES_Psittaculidae_Lorius_garrulus,PSITTACIFORMES,Psittaculidae,Lorius,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lorius_hypoinochrous_KU9612,PSITTACIFORMES_Psittaculidae_Lorius_hypoinochrous,PSITTACIFORMES,Psittaculidae,Lorius,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lorius_lory_KU7396,PSITTACIFORMES_Psittaculidae_Lorius_lory,PSITTACIFORMES,Psittaculidae,Lorius,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lycocorax_pyrrhopterus_GCA_014706015,PASSERIFORMES_Paradisaeidae_Lycocorax_pyrrhopterus,PASSERIFORMES,Paradisaeidae,Lycocorax,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lyrurus_tetrix_GCA_000586395,GALLIFORMES_Phasianidae_Lyrurus_tetrix,GALLIFORMES,Phasianidae,Lyrurus,Galloanserae,x,x,x,x,x,x,x
Lyurus_mlokosiewiczi_UWBM64762,GALLIFORMES_Phasianidae_Lyrurus_mlokosiewiczi,GALLIFORMES,Phasianidae,Lyrurus,Galloanserae,x,x,x,x,x,x,x
machaerirhynchus_nigripectus_4734,PASSERIFORMES_Machaerirhynchidae_Machaerirhynchus_nigripectus,PASSERIFORMES,Machaerirhynchidae,Machaerirhynchus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Machaeropterus_deliciosus_L11828,PASSERIFORMES_Pipridae_Machaeropterus_deliciosus,PASSERIFORMES,Pipridae,Machaeropterus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Machaeropterus_eckelberryi_L27735,PASSERIFORMES_Pipridae_Machaeropterus_eckelberryi,PASSERIFORMES,Pipridae,Machaeropterus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Machaeropterus_pyrocephalus_L22641,PASSERIFORMES_Pipridae_Machaeropterus_pyrocephalus,PASSERIFORMES,Pipridae,Machaeropterus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Machaeropterus_regulus_MPEGUNA8,PASSERIFORMES_Pipridae_Machaeropterus_regulus,PASSERIFORMES,Pipridae,Machaeropterus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Machaeropterus_striolatus_FMNH344155,PASSERIFORMES_Pipridae_Machaeropterus_striolatus,PASSERIFORMES,Pipridae,Machaeropterus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Machetornis_rixosa_L37884,PASSERIFORMES_Tyrannidae_Machetornis_rixosa,PASSERIFORMES,Tyrannidae,Machetornis,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Mackenziaena_leachii_SB5986,PASSERIFORMES_Thamnophilidae_Mackenziaena_leachii,PASSERIFORMES,Thamnophilidae,Mackenziaena,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Mackenziaena_severa_KU3729,PASSERIFORMES_Thamnophilidae_Mackenziaena_severa,PASSERIFORMES,Thamnophilidae,Mackenziaena,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Macronus_gularis_GCA_003546035,PASSERIFORMES_Timaliidae_Mixornis_gularis,PASSERIFORMES,Timaliidae,Mixornis,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
macrosphenus_flavicans_29199,PASSERIFORMES_Macrosphenidae_Macrosphenus_flavicans,PASSERIFORMES,Macrosphenidae,Macrosphenus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
malacoptila_fusca,PICIFORMES_Bucconidae_Malacoptila_fusca,PICIFORMES,Bucconidae,Malacoptila,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,Picocoraciades,Picodynastornithes
malacorhynchus_membranaceus,ANSERIFORMES_Anatidae_Malacorhynchus_membranaceus,ANSERIFORMES,Anatidae,Malacorhynchus,Galloanserae,x,x,x,x,x,x,x
malurus_alboscapulatus_16459,PASSERIFORMES_Maluridae_Malurus_alboscapulatus,PASSERIFORMES,Maluridae,Malurus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Malurus_cyaneus_ANWCB55685,PASSERIFORMES_Maluridae_Malurus_cyaneus,PASSERIFORMES,Maluridae,Malurus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Malurus_grayi_KUNHM7081,PASSERIFORMES_Maluridae_Chenorhamphus_grayi,PASSERIFORMES,Maluridae,Chenorhamphus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Manacus_aurantiacus_L71959,PASSERIFORMES_Pipridae_Manacus_aurantiacus,PASSERIFORMES,Pipridae,Manacus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Manacus_candei_L71894,PASSERIFORMES_Pipridae_Manacus_candei,PASSERIFORMES,Pipridae,Manacus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Manacus_manacus_L45831,PASSERIFORMES_Pipridae_Manacus_manacus,PASSERIFORMES,Pipridae,Manacus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Manacus_vitellinus_L2206,PASSERIFORMES_Pipridae_Manacus_vitellinus,PASSERIFORMES,Pipridae,Manacus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Margarobyas_lawrencii_142308,STRIGIFORMES_Strigidae_Margarobyas_lawrencii,STRIGIFORMES,Strigidae,Margarobyas,Neoaves,Telluraves,Afroaves,x,x,x,x,x
Margaroperdix_madagarensis_FMNH384730,GALLIFORMES_Phasianidae_Margaroperdix_madagarensis,GALLIFORMES,Phasianidae,Margaroperdix,Galloanserae,x,x,x,x,x,x,x
Margarornis_bellulus_STRI11521,PASSERIFORMES_Furnariidae_Margarornis_bellulus,PASSERIFORMES,Furnariidae,Margarornis,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Margarornis_rubiginosus_AGFB1023,PASSERIFORMES_Furnariidae_Margarornis_rubiginosus,PASSERIFORMES,Furnariidae,Margarornis,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Margarornis_squamiger_K21220,PASSERIFORMES_Furnariidae_Margarornis_squamiger,PASSERIFORMES,Furnariidae,Margarornis,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Masius_chrysopterus_H7438,PASSERIFORMES_Pipridae_Masius_chrysopterus,PASSERIFORMES,Pipridae,Masius,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Mazaria_propinqua_L43083,PASSERIFORMES_Furnariidae_Mazaria_propinqua,PASSERIFORMES,Furnariidae,Mazaria,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Mecocerculus_calopterus_L61299,PASSERIFORMES_Tyrannidae_Mecocerculus_calopterus,PASSERIFORMES,Tyrannidae,Mecocerculus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Mecocerculus_hellmayri_L22744,PASSERIFORMES_Tyrannidae_Mecocerculus_hellmayri,PASSERIFORMES,Tyrannidae,Mecocerculus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Mecocerculus_leucophrys_H4170,PASSERIFORMES_Tyrannidae_Mecocerculus_leucophrys,PASSERIFORMES,Tyrannidae,Mecocerculus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Mecocerculus_minor_L34812,PASSERIFORMES_Tyrannidae_Mecocerculus_minor,PASSERIFORMES,Tyrannidae,Mecocerculus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Mecocerculus_poecilocercus_L32801,PASSERIFORMES_Tyrannidae_Mecocerculus_poecilocercus,PASSERIFORMES,Tyrannidae,Mecocerculus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Mecocerculus_stictopterus_L32034,PASSERIFORMES_Tyrannidae_Mecocerculus_stictopterus,PASSERIFORMES,Tyrannidae,Mecocerculus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Megaceryle_alcyon_AMNHdot16947,CORACIIFORMES_Alcedinidae_Megaceryle_alcyon,CORACIIFORMES,Alcedinidae,Megaceryle,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,Picocoraciades,Picodynastornithes
Megaceryle_lugubris_ioz18907,CORACIIFORMES_Alcedinidae_Megaceryle_lugubris,CORACIIFORMES,Alcedinidae,Megaceryle,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,Picocoraciades,Picodynastornithes
Megaceryle_maxima_KUNHM19853,CORACIIFORMES_Alcedinidae_Megaceryle_maxima,CORACIIFORMES,Alcedinidae,Megaceryle,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,Picocoraciades,Picodynastornithes
Megaceryle_torquata_KUNHM3107,CORACIIFORMES_Alcedinidae_Megaceryle_torquata,CORACIIFORMES,Alcedinidae,Megaceryle,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,Picocoraciades,Picodynastornithes
Megadyptes_antipodes_GCA_010078485,SPHENISCIFORMES_Spheniscidae_Megadyptes_antipodes,SPHENISCIFORMES,Spheniscidae,Megadyptes,Neoaves,Phaethoquornithes,Aequornithes,Feraequornithes,Procellariimorphae,x,x,x
megalaima_virens,PICIFORMES_Megalaimidae_Psilopogon_virens,PICIFORMES,Megalaimidae,Psilopogon,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,Picocoraciades,Picodynastornithes
megalurus_palustris_21124,PASSERIFORMES_Locustellidae_Megalurus_palustris,PASSERIFORMES,Locustellidae,Megalurus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
megapodius_eremita,GALLIFORMES_Megapodiidae_Megapodius_eremita,GALLIFORMES,Megapodiidae,Megapodius,Galloanserae,x,x,x,x,x,x,x
Megapodius_layardi_UWBMS_Birks,GALLIFORMES_Megapodiidae_Megapodius_layardi,GALLIFORMES,Megapodiidae,Megapodius,Galloanserae,x,x,x,x,x,x,x
Megarynchus_pitangua_L18467,PASSERIFORMES_Tyrannidae_Megarynchus_pitangua,PASSERIFORMES,Tyrannidae,Megarynchus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Megascops_albogularis_29421,STRIGIFORMES_Strigidae_Megascops_albogularis,STRIGIFORMES,Strigidae,Megascops,Neoaves,Telluraves,Afroaves,x,x,x,x,x
Megascops_asio_29844,STRIGIFORMES_Strigidae_Megascops_asio,STRIGIFORMES,Strigidae,Megascops,Neoaves,Telluraves,Afroaves,x,x,x,x,x
Megascops_nudipes_11317,STRIGIFORMES_Strigidae_Gymnasio_nudipes,STRIGIFORMES,Strigidae,Gymnasio,Neoaves,Telluraves,Afroaves,x,x,x,x,x
Megastictus_margaritatus_L6836,PASSERIFORMES_Thamnophilidae_Megastictus_margaritatus,PASSERIFORMES,Thamnophilidae,Megastictus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Megaxenops_parnaguae_GP2288,PASSERIFORMES_Furnariidae_Megaxenops_parnaguae,PASSERIFORMES,Furnariidae,Megaxenops,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Meiglyptes_jugularis_AMNH203325,PICIFORMES_Picidae_Meiglyptes_jugularis,PICIFORMES,Picidae,Meiglyptes,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,Picocoraciades,Picodynastornithes
Meiglyptes_tristis_LSUMZB36356,PICIFORMES_Picidae_Meiglyptes_tristis,PICIFORMES,Picidae,Meiglyptes,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,Picocoraciades,Picodynastornithes
Meiglyptes_tuki_DOT403,PICIFORMES_Picidae_Meiglyptes_tukki,PICIFORMES,Picidae,Meiglyptes,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,Picocoraciades,Picodynastornithes
melampitta_lugubris_16552,PASSERIFORMES_Melampittidae_Melampitta_lugubris,PASSERIFORMES,Melampittidae,Melampitta,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Melanerpes_aurifrons_DOT16419,PICIFORMES_Picidae_Melanerpes_aurifrons,PICIFORMES,Picidae,Melanerpes,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,Picocoraciades,Picodynastornithes
Melanerpes_cruentatus_DOT14482,PICIFORMES_Picidae_Melanerpes_cruentatus,PICIFORMES,Picidae,Melanerpes,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,Picocoraciades,Picodynastornithes
Melanerpes_formicivorous_DOT10134,PICIFORMES_Picidae_Melanerpes_formicivorus,PICIFORMES,Picidae,Melanerpes,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,Picocoraciades,Picodynastornithes
Melanerpes_lewis_UWBM80186,PICIFORMES_Picidae_Melanerpes_lewis,PICIFORMES,Picidae,Melanerpes,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,Picocoraciades,Picodynastornithes
Melanerpes_porticensis_UWBM74114,PICIFORMES_Picidae_Melanerpes_portoricensis,PICIFORMES,Picidae,Melanerpes,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,Picocoraciades,Picodynastornithes
Melanerpes_striatus_KU8014,PICIFORMES_Picidae_Melanerpes_striatus,PICIFORMES,Picidae,Melanerpes,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,Picocoraciades,Picodynastornithes
melanocharis_versteri_18286,PASSERIFORMES_Melanocharitidae_Melanocharis_versteri,PASSERIFORMES,Melanocharitidae,Melanocharis,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Melanopareia_elegans_LSUMZ67105,PASSERIFORMES_Melanopareiidae_Melanopareia_elegans,PASSERIFORMES,Melanopareiidae,Melanopareia,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
melanopareia_maranonica_b14411,PASSERIFORMES_Melanopareiidae_Melanopareia_maranonica,PASSERIFORMES,Melanopareiidae,Melanopareia,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Melanopareia_maximiliani_K3240,PASSERIFORMES_Melanopareiidae_Melanopareia_maximiliani,PASSERIFORMES,Melanopareiidae,Melanopareia,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Melanopareia_torquata_L14572,PASSERIFORMES_Melanopareiidae_Melanopareia_torquata,PASSERIFORMES,Melanopareiidae,Melanopareia,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Melanoperdix_niger_FMNH405025,GALLIFORMES_Phasianidae_Melanoperdix_niger,GALLIFORMES,Phasianidae,Melanoperdix,Galloanserae,x,x,x,x,x,x,x
Meleagris_gallopavo_NCBI_genome,GALLIFORMES_Phasianidae_Meleagris_gallopavo,GALLIFORMES,Phasianidae,Meleagris,Galloanserae,x,x,x,x,x,x,x
Meleagris_ocellata_FLMNH45111,GALLIFORMES_Phasianidae_Meleagris_ocellata,GALLIFORMES,Phasianidae,Meleagris,Galloanserae,x,x,x,x,x,x,x
Melidectes_fuscus_ANWCB52617,PASSERIFORMES_Meliphagidae_Melionyx_fuscus,PASSERIFORMES,Meliphagidae,Melionyx,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Melidectes_sclateri_KUNHM13544,PASSERIFORMES_Meliphagidae_Meliarchus_sclateri,PASSERIFORMES,Meliphagidae,Meliarchus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Melidectes_torquatus_KUNHM16587,PASSERIFORMES_Meliphagidae_Melidectes_torquatus,PASSERIFORMES,Meliphagidae,Melidectes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
